Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Final consumption expenditure (current US$),NE.CON.TOTL.CD,San Marino,SMR,..,..,..,..,856926763.01898,855170746.955767,873967880.079826,921763756.023997,892876808.032726,892304083.736177,957501164.938885,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Saudi Arabia,SAU,88639535092.0785,117572979427.524,393406998201.995,444993887812.029,469660220137.432,457472303642.173,471086243758.427,520103027288.312,534369018108.021,530276194643.483,576840951900.6,620816890864.957
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Senegal,SEN,7157075259.86215,5458682951.16147,17378864731.1624,17620574872.675,15450296452.4709,16303225542.2901,17643315103.5815,19243201281.4039,19262500185.3748,20363465942.781,22423901075.0085,22951114582.5666
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Serbia,SRB,..,6584351683.42413,43961048111.2368,43087267855.4276,35040099879.2176,35299954123.8441,38439932311.824,43536160067.7614,43707404314.5234,44869101452.8341,52222648258.694,53288633827.2389
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Seychelles,SYC,304748009.825929,500334586.630652,908347624.530232,893462792.649795,769044440.313431,837442923.517198,858304212.937208,915311136.057851,920100475.656031,797149550.088401,840222276.846163,1008912443.47723
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Sierra Leone,SLE,560675709.260335,764091104.63171,5729147756.77622,5415217824.29389,4781426615.44523,4210581766.90745,3870070470.68561,4368329911.23378,4368654871.29944,4439739079.52527,4817258245.64906,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Singapore,SGP,19552222734.9639,50305072226.9809,144799808199.473,148664141115.189,145834197079.628,149038791183.266,155786375074.678,167581789313.052,171712545586.717,154772306410.016,170611792727.86,186093423597.678
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Sint Maarten (Dutch part),SXM,..,..,824636871.50838,1005027932.96089,950837988.826816,982681564.24581,999441340.782123,1145251396.64804,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Slovak Republic,SVK,10377262569.8324,22025342275.8432,72690026603.2561,74424222751.7033,64328677554.7152,66413616715.3269,71595404014.0408,79370178810.2464,80284847417.1279,83770279980.0393,92422708101.2621,94806763942.7727
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Slovenia,SVN,12503686440.678,15171585234.6104,36668469145.4298,36934040883.9358,31397275376.1547,32695185009.5228,34494988694.431,38059129978.844,38455089036.8149,37986349516.594,44314708141.1698,45863808540.1831
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Solomon Islands,SLB,322684822.081766,450782310.691653,1188036085.49368,1260686727.76231,1216548120.53199,1267200075.14126,1270014482.76908,1391335207.32954,1414221865.20874,1352324560.10089,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Somalia,SOM,1031258889.59796,..,6585000016.91953,7235999988.07768,7610000000,7954000000,8454000000,8992000009.55574,9859000000,10584000000,11397000017.1243,12801696680
Final consumption expenditure (current US$),NE.CON.TOTL.CD,South Africa,ZAF,103140281855.265,124727199150.219,332525759538.662,316434602633.617,286611792560.408,267244841333.08,313722760337.718,336720851749.365,324837508455.978,281295179300.522,340749730856.031,335576267388.889
Final consumption expenditure (current US$),NE.CON.TOTL.CD,South Sudan,SSD,..,..,22095619118.6441,11149772779.661,10377844986.4047,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Spain,ESP,416317249428.665,456642356748.236,1069040725187.85,1083849393877.63,932692040271.875,953185263754.114,1011135822855.3,1092110121076.84,1062899626501.94,997875061799.208,1108696035705.41,1083919812007.79
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Sri Lanka,LKA,6610289565.65152,13390088300.2207,..,..,62029787644.1998,61934612853.5989,63199405418.2074,65068597694.2711,63796808687.4357,61797354040.8696,62521535599.3564,51457483055.0306
Final consumption expenditure (current US$),NE.CON.TOTL.CD,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Sudan,SDN,30377777777.7778,9666847358.74923,57759876134.2285,70859203049.2835,77750280548.7883,93310466812.7762,115377177048.67,31276115869.7789,30590416996.6942,25390345554.5213,32915934387.6246,50307873137.0823
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Sweden,SWE,190572799508.008,189373582327.401,429796619215.67,424234836101.117,362470503049.406,372417671511.399,388130075420.38,398576323585.551,377408037819.144,385233002394.529,444441129672.104,406864323128.733
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Switzerland,CHE,172413411238.22,189379706514.965,454831876541.635,464880209723.926,447051728333.255,442788293244.127,451049864678.453,462456718279.973,459937961812.281,471710918596.497,496863762396.101,501494458975.789
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Syrian Arab Republic,SYR,19856659242.7617,61085434298.441,24499850739.2971,28381984442.5203,18039559307.1429,14598324602.2593,18563381971.9224,24031770483.5405,24542464791.3459,12494346353.2901,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Tajikistan,TJK,..,718665623.118603,10975784841.2127,10680787432.406,6848207211.17832,6395058498.47014,6920372837.7758,6804931220.43881,7254600207.75696,7252666447.60794,8156028243.36692,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Tanzania,TZA,4282653991.09913,11356992982.8331,35160587192.0092,37682436112.3686,34960276004.0872,34340256178.1302,36434735980.1552,38757240313.631,40547155571.6536,41134239650.0607,43836560331.134,47925386627.9797
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Thailand,THA,56295054449.3439,85579797334.7995,289676028635.931,283151853201.217,274750900668.317,276437245931.241,297678204016.1,329706857658.21,358715453897.481,354545787081.377,356720757650.199,357762291619.347
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Timor-Leste,TLS,..,810527800,1768053900,1888234000,1865440700,1882905700,1884030500,1922388600,2055088600,2030840600,2098338900,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Togo,TGO,1991316714.33773,1920314617.13611,5589443289.84934,5881175896.53466,5325022021.79464,5528271951.40835,5709803601.44483,6292425880.39726,6269796715.13552,6460757058.29516,7401787990.45692,7017756937.01524
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Tonga,TON,128022843.031332,223124153.755371,525521606.394451,521712477.594379,530999123.279054,490236834.635121,531914726.900153,569735241.462287,579199982.464962,559256623.257014,655716607.495265,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Tunisia,TUN,9829886363.63636,16594715531.1828,41626254279.1049,41825583459.7317,40610922067.1637,39936065548.3311,38399619744.3607,38390864670.176,37978439903.2182,40671026392.4406,44276820860.2714,43644609069.5353
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Turkiye,TUR,119850075230.723,216346861777.123,721431627745.971,698452237845.229,638095224479.427,644796547186.423,626968083869.808,551718622885.533,550206331290.565,518184671963.98,559824960060.886,631072697530.278
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Turkmenistan,TKM,2338995736.96588,1597417225.26253,..,..,..,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Uganda,UGA,4324933448.40263,5695457998.02873,23032794137.1019,24933735238.8944,27757538863.8897,23110587752.5559,24257620874.0095,26650690739.3344,28260683170.0076,30371425311.8447,33236957047.9404,36793919216.9534
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Ukraine,UKR,59948549018.4623,24390681772.2279,174841986738.396,120299484478.793,78903769620.0184,79539017051.7299,98438348504.6361,117986540856.362,143353589357.761,144998032624.117,173504293087.247,167216330701.709
Final consumption expenditure (current US$),NE.CON.TOTL.CD,United Arab Emirates,ARE,..,..,175245647270.252,190289734377.127,171335879972.771,173959205663.717,194803479128.659,211618507365.555,215044234526.889,190884966126.617,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,United Kingdom,GBR,931176825054.756,1381159652358.98,2370557219044.81,2589212258883.71,2461981713831.11,2268162072305.43,2230100387018.53,2401191424105.81,2381302756451.69,2228202491287.77,2590904724209.37,2577751235083
Final consumption expenditure (current US$),NE.CON.TOTL.CD,United States,USA,4757180000000,8204767000000,13896173000000,14413979000000,14872459000000,15356374000000,15960169000000,16771912000000,17401500000000,17254541000000,19256306000000,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Uruguay,URY,7658810828.99082,20280877616.3933,49393445145.2991,49688604546.3687,46529076065.3849,44209699041.1967,50872928174.3873,52141612998.6431,49390905307.3467,42507518319.8967,45574290591.7361,53916904954.3816
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Uzbekistan,UZB,..,10338082759.2037,56665192624.5588,61897783153.7972,67681194324.7961,69282997708.5853,47655028554.2369,39844298856.1358,45630858499.2001,45189744417.7305,53157377151.7221,63302071897.1151
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Vanuatu,VUT,146728173.586195,250538832.247597,621730967.554275,637436258.43449,620786469.603246,640147499.42383,698473547.938326,694040757.046249,712657703.789249,769942797.711908,857878988.602362,871622674.167027
Final consumption expenditure (current US$),NE.CON.TOTL.CD,"Venezuela, RB",VEN,33167283454.7716,75206145399.2842,287450706710.279,433607050221.19,..,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Vietnam,VNM,..,22717218237.3723,144894817616.172,157193542178.929,167451023254.104,177744300062.902,191694260013.297,207221767494.541,222041632535.306,226845749101.564,238156402286.959,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Virgin Islands (U.S.),VIR,..,..,3558000000,3541000000,3599000000,3630000000,3790000000,4352000000,4387000000,4261000000,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,West Bank and Gaza,PSE,..,4965700000,15261500000,15999200000,15842800000,17159300000,17648500000,18047500000,18967700000,17418400000,20338100000,23483600000
Final consumption expenditure (current US$),NE.CON.TOTL.CD,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Zambia,ZMB,..,..,18052005558.1288,18119090170.593,13904069902.1926,14143422430.8492,15705805095.876,15175620717.1315,13969635376.2607,9633635384.24524,11045590237.3251,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Zimbabwe,ZWE,7251226400,5631504500,20135584700,20113936900,21638589200,20850865000,17762807004.9465,30082623080.3199,18461621748.436,19287843690.6699,25531363270.1742,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Africa Eastern and Southern,AFE,201024556190.309,236231879360.631,802250349452.822,814450021724.602,769348767194.196,735351041570.579,837798544415.225,821344921928.587,810817470774.004,753294261807.949,859369709951.512,928474157044.72
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Africa Western and Central,AFW,78128985805.0872,88106142167.7306,658794781252.567,693465153242.864,637431383417.391,581325851727.996,565404801654.833,618777358446.432,657365226482.78,600020585235.044,614979805102.425,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Arab World,ARB,494585476156.197,547353384322.542,1661895326820.07,1815565633763.4,1799979832308.4,1814973225834.08,1825981171672.93,1842844438341.5,1924763300461.17,1901294343438.21,1998599790380.65,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Central Europe and the Baltics,CEB,..,340142966250.214,1079449318969.63,1101608936964.81,957614308244.167,979288158967.984,1089722949219.02,1227827238069.53,1242517064020.92,1246636988206.52,1416409218921.26,1451617431046.23
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Early-demographic dividend,EAR,1449092390626.37,2597591999669.8,7531127817142.11,7920682624617.01,7668350526685.2,7891616886720.11,8440783678502.01,8472157572615.52,8719482384556.05,8289669886460.21,9417361876347.4,10266822147830.3
Final consumption expenditure (current US$),NE.CON.TOTL.CD,East Asia & Pacific,EAS,3123414158422.9,5780970032201.72,13548495277331.5,13878813952632.4,13765295083136,14381072291405.7,15203812828647.9,16533636976701.1,17050300467746,17031149416065.3,18931834451444.4,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,East Asia & Pacific (excluding high income),EAP,454212164552.419,1131781441929.1,6537258988474.15,7108847522097.84,7561760205424.39,7850785114024.12,8529509665898.51,9550264594495.16,10046877473721.7,10153052247386.8,11735555241642.9,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,East Asia & Pacific (IDA & IBRD countries),TEA,453647033085.584,1130373277735.51,6529125320885.39,7100002683185.1,7552351851861.34,7841017155229.64,8518897236982.99,9538382140743.02,10034377133469,10140419804319,11720953845939.7,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Euro area,EMU,4469828380815.74,4912680471590.46,10141927161979.4,10291452153067.2,8775160763928.46,8968473015834.82,9427712946924.46,10150126371432,9893944204786.12,9697852976658.57,10647048956766.6,10394840352437.9
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Europe & Central Asia,ECS,6812095631317.93,7675384866984.21,17912545383758.6,18057845127916.9,15442963280416.8,15389911714002,16177968962957.7,17217977270568.8,17003341224154.8,16507098084056.1,18398382198836.5,18452834583808.5
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Europe & Central Asia (excluding high income),ECA,666957234033.671,485749315120.124,3060885139668.04,2815741502740.55,2130724539025.8,2051140468901.54,2271475550123.31,2245296502521.96,2342204360150.22,2196099312793.55,2483672122409.73,2867793010284.02
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Europe & Central Asia (IDA & IBRD countries),TEC,853058903415.929,678114045646.974,3663124293120.43,3438649221323.09,2672766284125.29,2597146315245.32,2885872926890.75,2940049782709.29,3043692460654.98,2899562249720.82,3280015550301.27,3672847963998.23
Final consumption expenditure (current US$),NE.CON.TOTL.CD,European Union,EUU,4968343039086.47,5500532363536.91,11716485773324.8,11882002224632.3,10148644849761,10371401469699.5,10954328194559.3,11823630470175.1,11550930884124.4,11367727410494.6,12543001847730.1,12256614211917.2
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Fragile and conflict affected situations,FCS,384448381975.822,351624440689.425,1558709165277.84,1724612281065.59,1406778521479.99,1347440399166.06,1383340827713.78,1410582874374.21,1500817931073.59,1377960338440.89,1359979449371.93,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Heavily indebted poor countries (HIPC),HPC,150455835068.255,161610415806.562,563040032762.775,596694941010.626,589575015705.041,615048383420.586,672370623658.925,631939268047.243,655969647774.88,660037634579.16,739298060458.815,809096936423.533
Final consumption expenditure (current US$),NE.CON.TOTL.CD,High income,HIC,14333427527429.8,21079663286941.4,38579806615026.4,39290088688165.2,37087676354728.9,37931933188588,39437072380847.3,41794570891143.2,42177253540647.6,41426581910810.4,45769560979898.2,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,IBRD only,IBD,2717957265668.45,4294084029103.65,17616296762782.1,18303993874101.5,17088656063672.2,17334236476792.9,19042812137400.7,20003017478714,20672997474364.5,19789835860836.4,22707913035271,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,IDA & IBRD total,IBT,3012752211570.23,4730910834105.38,19306187080762.9,20100175563137.5,18874036090514.1,19161008925831.9,20938319330830.9,21962203849578,22685482771985.4,21723589534148.5,24816739787261.3,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,IDA blend,IDB,92120652179.7443,142722743331.985,824342750890.107,884756035985.364,878112691160.884,860049479905.808,838456234727.137,904921227811.743,911628326482.1,819944120058.041,878496103075.755,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,IDA only,IDX,216969323491.049,312628650049.59,874023717952.395,922530815336.993,921654984951.019,983378470738.545,1073838202455.22,1068524594927.19,1116084199701.25,1132508407021.05,1246470172690.43,1347374901796.59
Final consumption expenditure (current US$),NE.CON.TOTL.CD,IDA total,IDA,298944762487.932,441489187543.054,1697928624902.8,1807709580848.35,1799850025597.98,1841950796756.93,1907884735968.96,1971018890390.94,2024258526263.21,1945325361842.44,2116077312469.14,2293198861641.65
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Late-demographic dividend,LTE,1510557681335.99,2404112684228.18,11746802578305.7,12233792574067.4,11398991772814.7,11568663044453.2,12830825072760.6,13897597313741.3,14339904898078.7,13838450479850.5,15928600807800,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Latin America & Caribbean,LCN,930433654300.812,1837371351411.61,5028950037067.8,5222677763770.08,4367712462453.64,4275823968527.33,4759093163604.69,4638011936787.58,4564320664513.29,3843978930357.06,4361561154249.15,5042334695603.23
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Latin America & Caribbean (excluding high income),LAC,823304636450.035,1604963995880.84,4331431416806.12,4384078006433.98,3774938605305.29,3680217302124.24,4104166542049.29,3971463324888.72,3914635210443.92,3277434853024.96,3696445335296.71,4320949505497.13
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,874016399229.098,1750938680270.19,4862416598899.97,5051741183912.11,4191417883131.03,4096671115605.57,4572871669913.59,4446703362705.63,4364852637286.75,3644137795348.01,4137961499048.85,4787071940577.16
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Least developed countries: UN classification,LDC,..,190625944239.634,718795446625.916,771853744459.637,766947361531.598,797749382103.286,884015326779.897,862245021691.265,892661393030.461,915937642975.18,1001024233113.65,1120028341485.18
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Low & middle income,LMY,2838635274807.27,4403994911145.5,18202406384807,18840262502747.3,17973010008638.2,18249490981720.6,19915042579349.4,20832829270179.9,21561706681593.3,20646045999347.1,23570575926289.2,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Low income,LIC,..,173674766968.707,371906159584.586,396235690548.881,395518001696.204,402347257678.783,448188960351.33,376698891179.591,399737337431.671,390865054814.845,427898456708.805,507812521622.477
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Lower middle income,LMC,733053126934.466,1032653755661.75,4144173334281.67,4369054449424.41,4382135784044.24,4578822832832.67,4851717427117.13,4987320079890.24,5239442297889.51,5078775298247.41,5751046240351.23,6060579054196.39
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Middle East & North Africa,MEA,548705337811.146,706215298449.467,2121491940131.89,2254615136526.94,2225094150728.3,2263912485800.59,2289897303409.75,2299793137679.53,2369360996238.67,2307661480727,2524391004788.12,2697142978643.04
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Middle East & North Africa (excluding high income),MNA,335958648948.426,369010448126.621,1131298237030.46,1170883158940.42,1141727728918.23,1172345219186.26,1126203189741.13,1043916510736.84,1072066731403.6,1050504998996.3,1133959097787.81,1212089034686.46
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Middle East & North Africa (IDA & IBRD countries),TMN,331506840326.832,364022401239.099,1115967316969.75,1154807517739.07,1125804935665.7,1155083679002.08,1108430218938.52,1025715568054.04,1052931677216.58,1032997862183.44,1113399913683.1,1187855609702.9
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Middle income,MIC,2737093001085.93,4259041889704.79,17853346423128.5,18469922205323.8,17605685106733.5,17875920997939.1,19500094519713.8,20472342816545.9,21180734596665.1,20275036669195,23160492030778,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,North America,NAC,5226392183489.51,8755774881076.21,15315889113306.8,15791450167451,16101295643757.1,16575829572943.4,17262147399774.5,18131822481100,18773381470840.3,18576771203676.8,20786919395205.4,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,OECD members,OED,14214284666990.8,21106508430605.5,38687404849635.9,39281224835699.8,36871626594655.2,37614951976312.4,39041415807370.9,41212922090407.5,41577280627262.2,40688094180535.7,45064330821037.7,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Other small states,OSS,..,58816757855.477,216757322455.509,227682114169.515,219144105894.241,223994684308.463,239326609873.114,255775579679.339,257060252015.858,245315931813.647,264327567693.399,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Pacific island small states,PSS,2446973001.9804,2948588333.84018,7835172248.7492,8216261479.08333,7930574876.14419,8356974984.26107,8919378103.61073,9353246433.30982,9429148851.74551,8808051503.59522,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Post-demographic dividend,PST,13845306416679.3,20117604429095.7,36284655332076.8,36822931465475,34707932513811.3,35511596249224.7,36823726174059.1,38972320693728.3,39351871123070.5,38674863428449.8,42700446327947,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Pre-demographic dividend,PRE,263226050833.106,174077816715.032,1106180582509.8,1179296735732.48,1091834645145.93,1011122858814.32,1039656998349.7,1041997486523.24,1091886944308.51,1004527069627.28,1025999949446.73,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Small states,SST,..,86644214698.3702,276243062799.832,288632579356.372,279059293895.125,284451163753.541,303272218797.44,322521573570.446,323945899503.185,306563897731.914,330781967588.657,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,South Asia,SAS,326730874630.688,489777493156.833,1680346130707.62,1854050738149.59,1961557131834.06,2183043010387.44,2483434410106.81,2582344936722.93,2718809447697.66,2618337687332.64,3042422544273.44,3231342144283.24
Final consumption expenditure (current US$),NE.CON.TOTL.CD,South Asia (IDA & IBRD),TSA,326730874630.688,489777493156.833,1680346130707.62,1854050738149.59,1961557131834.06,2183043010387.44,2483434410106.81,2582344936722.93,2718809447697.66,2618337687332.64,3042422544273.44,3231342144283.24
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Sub-Saharan Africa,SSF,276422404714.744,320356856329.068,1460933013657.89,1507873381184.91,1406689153839.94,1316508291257.27,1402728105172.55,1439844758981.41,1468044650872.07,1353275074063.99,1474833671510.4,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Sub-Saharan Africa (excluding high income),SSA,276116234215.858,319841143437.842,1460026031530.16,1506981613970.78,1405922109845.31,1315671956145.62,1401871202026.28,1438930663255.78,1467125874929.5,1352479943951.56,1473996185254.2,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,276422404714.744,320356856329.068,1460933013657.89,1507873381184.91,1406689153839.94,1316508291257.27,1402728105172.55,1439844758981.41,1468044650872.07,1353275074063.99,1474833671510.4,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Upper middle income,UMC,2012277622517.07,3226385405451.86,13705580225021.9,14098469569031.4,13224767552260,13298583991464.2,14649325513256.3,15485519069710.6,15942176246860.8,15197893953030.8,17410943128439.2,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,World,WLD,17227414847542.8,25597989535963.6,57078056773616.9,58571591572997.6,55256911551920.1,56381993467629.9,59561068751436.7,62848519062203.4,63962745590353.4,62291919282733.8,69582629204728.4,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 07/25/2023,,,,,,,,,,,,,,,
